[2025-07-31 17:31:21] [INFO] Daily bias for EURUSD: Neutral
[2025-07-31 17:31:21] [INFO] Daily bias for GBPUSD: Bearish
[2025-07-31 17:31:21] [INFO] Daily bias for XAUUSD: Bearish
[2025-07-31 17:31:21] [INFO] Daily bias for EURGBP: Neutral
[2025-07-31 17:31:21] [INFO] Daily bias for EURNZD: Neutral
[2025-07-31 17:34:32] [SUCCESS] Sweep confirmed on HTF for XAUUSD | Type: Bullish | Score: 1.0
[2025-08-01 22:44:37] [TRADE] EURUSD | Bullish @ 1.16826 | SL: 1.16806 | TP: 1.16876 | Lot: 1.51
[2025-08-01 22:44:37] [TRADE] EURUSD | Bullish @ 1.16875 | SL: 1.16855 | TP: 1.16925 | Lot: 1.51
[2025-08-01 22:44:37] [TRADE] EURUSD | Bearish @ 1.16857 | SL: 1.16837 | TP: 1.16807 | Lot: 1.51
[2025-08-01 22:44:37] [TRADE] EURUSD | Bullish @ 1.16880 | SL: 1.16860 | TP: 1.16930 | Lot: 1.51
[2025-08-01 22:44:38] [TRADE] EURUSD | Bearish @ 1.16836 | SL: 1.16816 | TP: 1.16786 | Lot: 1.51
[2025-08-01 22:44:38] [TRADE] EURUSD | Bearish @ 1.16779 | SL: 1.16759 | TP: 1.16729 | Lot: 1.51
[2025-08-01 22:44:38] [TRADE] EURUSD | Bearish @ 1.16747 | SL: 1.16727 | TP: 1.16697 | Lot: 1.51
[2025-08-01 22:44:38] [TRADE] EURUSD | Bearish @ 1.16737 | SL: 1.16717 | TP: 1.16687 | Lot: 1.51
[2025-08-01 22:44:38] [TRADE] EURUSD | Bullish @ 1.16785 | SL: 1.16765 | TP: 1.16835 | Lot: 1.51
[2025-08-01 22:44:38] [TRADE] EURUSD | Bearish @ 1.16758 | SL: 1.16738 | TP: 1.16708 | Lot: 1.51
[2025-08-01 22:44:39] [TRADE] EURUSD | Bullish @ 1.16783 | SL: 1.16763 | TP: 1.16833 | Lot: 1.51
[2025-08-01 22:44:39] [TRADE] EURUSD | Bearish @ 1.16782 | SL: 1.16762 | TP: 1.16732 | Lot: 1.51
[2025-08-01 22:44:39] [TRADE] EURUSD | Bullish @ 1.16809 | SL: 1.16789 | TP: 1.16859 | Lot: 1.51
[2025-08-01 22:44:39] [TRADE] EURUSD | Bullish @ 1.16818 | SL: 1.16798 | TP: 1.16868 | Lot: 1.51
[2025-08-01 22:44:39] [TRADE] EURUSD | Bearish @ 1.16741 | SL: 1.16721 | TP: 1.16691 | Lot: 1.51
[2025-08-01 22:44:39] [TRADE] EURUSD | Bearish @ 1.16702 | SL: 1.16682 | TP: 1.16652 | Lot: 1.51
[2025-08-01 22:44:40] [TRADE] EURUSD | Bearish @ 1.16644 | SL: 1.16624 | TP: 1.16594 | Lot: 1.51
[2025-08-01 22:44:40] [TRADE] EURUSD | Bullish @ 1.16685 | SL: 1.16665 | TP: 1.16735 | Lot: 1.51
[2025-08-01 22:44:40] [TRADE] EURUSD | Bullish @ 1.16708 | SL: 1.16688 | TP: 1.16758 | Lot: 1.51
[2025-08-01 22:44:40] [TRADE] EURUSD | Bearish @ 1.16680 | SL: 1.16660 | TP: 1.16630 | Lot: 1.51
[2025-08-01 22:44:40] [TRADE] EURUSD | Bearish @ 1.16664 | SL: 1.16644 | TP: 1.16614 | Lot: 1.51
[2025-08-01 22:44:40] [TRADE] EURUSD | Bearish @ 1.16635 | SL: 1.16615 | TP: 1.16585 | Lot: 1.51
[2025-08-01 22:44:41] [TRADE] EURUSD | Bearish @ 1.16627 | SL: 1.16607 | TP: 1.16577 | Lot: 1.51
[2025-08-01 22:44:41] [TRADE] EURUSD | Bullish @ 1.16659 | SL: 1.16639 | TP: 1.16709 | Lot: 1.51
[2025-08-01 22:44:41] [TRADE] EURUSD | Bearish @ 1.16659 | SL: 1.16639 | TP: 1.16609 | Lot: 1.51
[2025-08-01 22:44:41] [TRADE] EURUSD | Bearish @ 1.16557 | SL: 1.16537 | TP: 1.16507 | Lot: 1.51
[2025-08-01 22:44:41] [TRADE] EURUSD | Bullish @ 1.16585 | SL: 1.16565 | TP: 1.16635 | Lot: 1.51
[2025-08-01 22:44:42] [TRADE] EURUSD | Bullish @ 1.16606 | SL: 1.16586 | TP: 1.16656 | Lot: 1.51
[2025-08-01 22:44:42] [TRADE] EURUSD | Bullish @ 1.16641 | SL: 1.16621 | TP: 1.16691 | Lot: 1.51
[2025-08-01 22:44:42] [TRADE] EURUSD | Bullish @ 1.16670 | SL: 1.16650 | TP: 1.16720 | Lot: 1.51
[2025-08-01 22:44:42] [TRADE] EURUSD | Bearish @ 1.16583 | SL: 1.16563 | TP: 1.16533 | Lot: 1.51
[2025-08-01 22:44:42] [TRADE] EURUSD | Bullish @ 1.16584 | SL: 1.16564 | TP: 1.16634 | Lot: 1.51
[2025-08-01 22:44:42] [TRADE] EURUSD | Bearish @ 1.16575 | SL: 1.16555 | TP: 1.16525 | Lot: 1.51
[2025-08-01 22:44:43] [TRADE] EURUSD | Bearish @ 1.16548 | SL: 1.16528 | TP: 1.16498 | Lot: 1.51
[2025-08-01 22:44:43] [TRADE] EURUSD | Bearish @ 1.16535 | SL: 1.16515 | TP: 1.16485 | Lot: 1.51
[2025-08-01 22:44:43] [TRADE] EURUSD | Bullish @ 1.16548 | SL: 1.16528 | TP: 1.16598 | Lot: 1.51
[2025-08-01 22:44:43] [TRADE] EURUSD | Bearish @ 1.16494 | SL: 1.16474 | TP: 1.16444 | Lot: 1.51
[2025-08-01 22:44:43] [TRADE] EURUSD | Bearish @ 1.16476 | SL: 1.16456 | TP: 1.16426 | Lot: 1.51
[2025-08-01 22:44:43] [TRADE] EURUSD | Bullish @ 1.16508 | SL: 1.16488 | TP: 1.16558 | Lot: 1.51
[2025-08-01 22:44:44] [TRADE] EURUSD | Bearish @ 1.16477 | SL: 1.16457 | TP: 1.16427 | Lot: 1.51
[2025-08-01 22:44:44] [TRADE] EURUSD | Bullish @ 1.16490 | SL: 1.16470 | TP: 1.16540 | Lot: 1.51
[2025-08-01 22:44:44] [TRADE] EURUSD | Bearish @ 1.16470 | SL: 1.16450 | TP: 1.16420 | Lot: 1.51
[2025-08-01 22:44:44] [TRADE] EURUSD | Bullish @ 1.16465 | SL: 1.16445 | TP: 1.16515 | Lot: 1.51
[2025-08-01 22:44:44] [TRADE] EURUSD | Bearish @ 1.16441 | SL: 1.16421 | TP: 1.16391 | Lot: 1.51
[2025-08-01 22:44:45] [TRADE] EURUSD | Bullish @ 1.16492 | SL: 1.16472 | TP: 1.16542 | Lot: 1.51
[2025-08-01 22:44:45] [TRADE] EURUSD | Bullish @ 1.16601 | SL: 1.16581 | TP: 1.16651 | Lot: 1.51
[2025-08-01 22:44:45] [TRADE] EURUSD | Bearish @ 1.16539 | SL: 1.16519 | TP: 1.16489 | Lot: 1.51
[2025-08-01 22:44:45] [TRADE] EURUSD | Bullish @ 1.16540 | SL: 1.16520 | TP: 1.16590 | Lot: 1.51
[2025-08-01 22:44:45] [TRADE] EURUSD | Bullish @ 1.16544 | SL: 1.16524 | TP: 1.16594 | Lot: 1.51
[2025-08-01 22:44:46] [TRADE] EURUSD | Bullish @ 1.16556 | SL: 1.16536 | TP: 1.16606 | Lot: 1.51
[2025-08-01 22:44:46] [TRADE] EURUSD | Bullish @ 1.16582 | SL: 1.16562 | TP: 1.16632 | Lot: 1.51
[2025-08-01 22:44:46] [TRADE] EURUSD | Bearish @ 1.16582 | SL: 1.16562 | TP: 1.16532 | Lot: 1.51
[2025-08-01 22:44:46] [TRADE] EURUSD | Bullish @ 1.16621 | SL: 1.16601 | TP: 1.16671 | Lot: 1.51
[2025-08-01 22:44:46] [TRADE] EURUSD | Bearish @ 1.16580 | SL: 1.16560 | TP: 1.16530 | Lot: 1.51
[2025-08-01 22:44:47] [TRADE] EURUSD | Bearish @ 1.16514 | SL: 1.16494 | TP: 1.16464 | Lot: 1.51
[2025-08-01 22:44:47] [TRADE] EURUSD | Bullish @ 1.16525 | SL: 1.16505 | TP: 1.16575 | Lot: 1.51
[2025-08-01 22:44:47] [TRADE] EURUSD | Bullish @ 1.16575 | SL: 1.16555 | TP: 1.16625 | Lot: 1.51
[2025-08-01 22:44:47] [TRADE] EURUSD | Bullish @ 1.16593 | SL: 1.16573 | TP: 1.16643 | Lot: 1.51
[2025-08-01 22:44:47] [TRADE] EURUSD | Bullish @ 1.16596 | SL: 1.16576 | TP: 1.16646 | Lot: 1.51
[2025-08-01 22:44:48] [TRADE] EURUSD | Bearish @ 1.16546 | SL: 1.16526 | TP: 1.16496 | Lot: 1.51
[2025-08-01 22:44:48] [TRADE] EURUSD | Bearish @ 1.16441 | SL: 1.16421 | TP: 1.16391 | Lot: 1.51
[2025-08-01 22:44:48] [TRADE] EURUSD | Bearish @ 1.16419 | SL: 1.16399 | TP: 1.16369 | Lot: 1.51
[2025-08-01 22:44:48] [TRADE] EURUSD | Bearish @ 1.16374 | SL: 1.16354 | TP: 1.16324 | Lot: 1.51
[2025-08-01 22:44:48] [TRADE] EURUSD | Bearish @ 1.16371 | SL: 1.16351 | TP: 1.16321 | Lot: 1.51
[2025-08-01 22:44:48] [TRADE] EURUSD | Bearish @ 1.16324 | SL: 1.16304 | TP: 1.16274 | Lot: 1.51
[2025-08-01 22:44:49] [TRADE] EURUSD | Bullish @ 1.16334 | SL: 1.16314 | TP: 1.16384 | Lot: 1.51
[2025-08-01 22:44:49] [TRADE] EURUSD | Bearish @ 1.16270 | SL: 1.16250 | TP: 1.16220 | Lot: 1.51
[2025-08-01 22:44:49] [TRADE] EURUSD | Bullish @ 1.16284 | SL: 1.16264 | TP: 1.16334 | Lot: 1.51
[2025-08-01 22:44:49] [TRADE] EURUSD | Bullish @ 1.16337 | SL: 1.16317 | TP: 1.16387 | Lot: 1.51
[2025-08-01 22:44:49] [TRADE] EURUSD | Bearish @ 1.16318 | SL: 1.16298 | TP: 1.16268 | Lot: 1.51
[2025-08-01 22:44:50] [TRADE] EURUSD | Bullish @ 1.16377 | SL: 1.16357 | TP: 1.16427 | Lot: 1.51
[2025-08-01 22:44:50] [TRADE] EURUSD | Bearish @ 1.16376 | SL: 1.16356 | TP: 1.16326 | Lot: 1.51
[2025-08-01 22:44:50] [TRADE] EURUSD | Bearish @ 1.16347 | SL: 1.16327 | TP: 1.16297 | Lot: 1.51
[2025-08-01 22:44:50] [TRADE] EURUSD | Bearish @ 1.16325 | SL: 1.16305 | TP: 1.16275 | Lot: 1.51
[2025-08-01 22:44:50] [TRADE] EURUSD | Bullish @ 1.16425 | SL: 1.16405 | TP: 1.16475 | Lot: 1.51
[2025-08-01 22:44:50] [TRADE] EURUSD | Bullish @ 1.16435 | SL: 1.16415 | TP: 1.16485 | Lot: 1.51
[2025-08-01 22:44:51] [TRADE] EURUSD | Bearish @ 1.16407 | SL: 1.16387 | TP: 1.16357 | Lot: 1.51
[2025-08-01 22:44:51] [TRADE] EURUSD | Bullish @ 1.16443 | SL: 1.16423 | TP: 1.16493 | Lot: 1.51
[2025-08-01 22:44:51] [TRADE] EURUSD | Bullish @ 1.16456 | SL: 1.16436 | TP: 1.16506 | Lot: 1.51
[2025-08-01 22:44:51] [TRADE] EURUSD | Bearish @ 1.16365 | SL: 1.16345 | TP: 1.16315 | Lot: 1.51
[2025-08-01 22:44:51] [TRADE] EURUSD | Bullish @ 1.16368 | SL: 1.16348 | TP: 1.16418 | Lot: 1.51
[2025-08-01 22:44:52] [TRADE] EURUSD | Bullish @ 1.16381 | SL: 1.16361 | TP: 1.16431 | Lot: 1.51
[2025-08-01 22:44:52] [TRADE] EURUSD | Bearish @ 1.16300 | SL: 1.16280 | TP: 1.16250 | Lot: 1.51
[2025-08-01 22:44:52] [TRADE] EURUSD | Bearish @ 1.16266 | SL: 1.16246 | TP: 1.16216 | Lot: 1.51
[2025-08-01 22:44:52] [TRADE] EURUSD | Bearish @ 1.16239 | SL: 1.16219 | TP: 1.16189 | Lot: 1.51
[2025-08-01 22:44:52] [TRADE] EURUSD | Bearish @ 1.16192 | SL: 1.16172 | TP: 1.16142 | Lot: 1.51
[2025-08-01 22:44:53] [TRADE] EURUSD | Bullish @ 1.16215 | SL: 1.16195 | TP: 1.16265 | Lot: 1.51
[2025-08-01 22:44:53] [TRADE] EURUSD | Bearish @ 1.16197 | SL: 1.16177 | TP: 1.16147 | Lot: 1.51
[2025-08-01 22:44:53] [TRADE] EURUSD | Bearish @ 1.16172 | SL: 1.16152 | TP: 1.16122 | Lot: 1.51
[2025-08-01 22:44:53] [TRADE] EURUSD | Bearish @ 1.16147 | SL: 1.16127 | TP: 1.16097 | Lot: 1.51
[2025-08-01 22:44:53] [TRADE] EURUSD | Bearish @ 1.16097 | SL: 1.16077 | TP: 1.16047 | Lot: 1.51
[2025-08-01 22:44:53] [TRADE] EURUSD | Bullish @ 1.16108 | SL: 1.16088 | TP: 1.16158 | Lot: 1.51
[2025-08-01 22:44:54] [TRADE] EURUSD | Bearish @ 1.16083 | SL: 1.16063 | TP: 1.16033 | Lot: 1.51
[2025-08-01 22:44:54] [TRADE] EURUSD | Bearish @ 1.16067 | SL: 1.16047 | TP: 1.16017 | Lot: 1.51
[2025-08-01 22:44:54] [TRADE] EURUSD | Bearish @ 1.16053 | SL: 1.16033 | TP: 1.16003 | Lot: 1.51
[2025-08-01 22:44:54] [TRADE] EURUSD | Bearish @ 1.16044 | SL: 1.16024 | TP: 1.15994 | Lot: 1.51
[2025-08-01 22:44:54] [TRADE] EURUSD | Bullish @ 1.16071 | SL: 1.16051 | TP: 1.16121 | Lot: 1.51
[2025-08-01 22:44:55] [TRADE] EURUSD | Bearish @ 1.16056 | SL: 1.16036 | TP: 1.16006 | Lot: 1.51
[2025-08-01 22:44:55] [TRADE] EURUSD | Bullish @ 1.16072 | SL: 1.16052 | TP: 1.16122 | Lot: 1.51
[2025-08-01 22:44:55] [TRADE] EURUSD | Bearish @ 1.16031 | SL: 1.16011 | TP: 1.15981 | Lot: 1.51
[2025-08-01 22:44:55] [TRADE] EURUSD | Bearish @ 1.16022 | SL: 1.16002 | TP: 1.15972 | Lot: 1.51
[2025-08-01 22:44:55] [TRADE] EURUSD | Bullish @ 1.16037 | SL: 1.16017 | TP: 1.16087 | Lot: 1.51
[2025-08-01 22:44:55] [TRADE] EURUSD | Bearish @ 1.16002 | SL: 1.15982 | TP: 1.15952 | Lot: 1.51
[2025-08-01 22:44:56] [TRADE] EURUSD | Bullish @ 1.16005 | SL: 1.15985 | TP: 1.16055 | Lot: 1.51
[2025-08-01 22:44:56] [TRADE] EURUSD | Bearish @ 1.15987 | SL: 1.15967 | TP: 1.15937 | Lot: 1.51
[2025-08-01 22:44:56] [TRADE] EURUSD | Bullish @ 1.15995 | SL: 1.15975 | TP: 1.16045 | Lot: 1.51
[2025-08-01 22:44:56] [TRADE] EURUSD | Bearish @ 1.15978 | SL: 1.15958 | TP: 1.15928 | Lot: 1.51
[2025-08-01 22:44:56] [TRADE] EURUSD | Bearish @ 1.15962 | SL: 1.15942 | TP: 1.15912 | Lot: 1.51
[2025-08-01 22:44:57] [TRADE] EURUSD | Bearish @ 1.15912 | SL: 1.15892 | TP: 1.15862 | Lot: 1.51
[2025-08-01 22:44:57] [TRADE] EURUSD | Bullish @ 1.15947 | SL: 1.15927 | TP: 1.15997 | Lot: 1.51
[2025-08-01 22:44:57] [TRADE] EURUSD | Bullish @ 1.15947 | SL: 1.15927 | TP: 1.15997 | Lot: 1.51
[2025-08-01 22:44:57] [TRADE] EURUSD | Bullish @ 1.15948 | SL: 1.15928 | TP: 1.15998 | Lot: 1.51
[2025-08-01 22:44:57] [TRADE] EURUSD | Bearish @ 1.15929 | SL: 1.15909 | TP: 1.15879 | Lot: 1.51
[2025-08-01 22:44:57] [TRADE] EURUSD | Bearish @ 1.15912 | SL: 1.15892 | TP: 1.15862 | Lot: 1.51
[2025-08-01 22:44:58] [TRADE] EURUSD | Bearish @ 1.15899 | SL: 1.15879 | TP: 1.15849 | Lot: 1.51
[2025-08-01 22:44:58] [TRADE] EURUSD | Bullish @ 1.15907 | SL: 1.15887 | TP: 1.15957 | Lot: 1.51
[2025-08-01 22:44:58] [TRADE] EURUSD | Bullish @ 1.15916 | SL: 1.15896 | TP: 1.15966 | Lot: 1.51
[2025-08-01 22:44:58] [TRADE] EURUSD | Bearish @ 1.15879 | SL: 1.15859 | TP: 1.15829 | Lot: 1.51
[2025-08-01 22:44:58] [TRADE] EURUSD | Bearish @ 1.15858 | SL: 1.15838 | TP: 1.15808 | Lot: 1.51
[2025-08-01 22:44:59] [TRADE] EURUSD | Bullish @ 1.15875 | SL: 1.15855 | TP: 1.15925 | Lot: 1.51
[2025-08-01 22:44:59] [TRADE] EURUSD | Bullish @ 1.15888 | SL: 1.15868 | TP: 1.15938 | Lot: 1.51
[2025-08-01 22:44:59] [TRADE] EURUSD | Bullish @ 1.15909 | SL: 1.15889 | TP: 1.15959 | Lot: 1.51
[2025-08-01 22:44:59] [TRADE] EURUSD | Bullish @ 1.15911 | SL: 1.15891 | TP: 1.15961 | Lot: 1.51
[2025-08-01 22:44:59] [TRADE] EURUSD | Bullish @ 1.15918 | SL: 1.15898 | TP: 1.15968 | Lot: 1.51
[2025-08-01 22:44:59] [TRADE] EURUSD | Bullish @ 1.15929 | SL: 1.15909 | TP: 1.15979 | Lot: 1.51
[2025-08-01 22:45:00] [TRADE] EURUSD | Bearish @ 1.15926 | SL: 1.15906 | TP: 1.15876 | Lot: 1.51
[2025-08-01 22:45:00] [TRADE] EURUSD | Bearish @ 1.15904 | SL: 1.15884 | TP: 1.15854 | Lot: 1.51
[2025-08-01 22:45:00] [TRADE] EURUSD | Bullish @ 1.15917 | SL: 1.15897 | TP: 1.15967 | Lot: 1.51
[2025-08-01 22:45:00] [TRADE] EURUSD | Bullish @ 1.15943 | SL: 1.15923 | TP: 1.15993 | Lot: 1.51
[2025-08-01 22:45:00] [TRADE] EURUSD | Bearish @ 1.15921 | SL: 1.15901 | TP: 1.15871 | Lot: 1.51
[2025-08-01 22:45:01] [TRADE] EURUSD | Bearish @ 1.15913 | SL: 1.15893 | TP: 1.15863 | Lot: 1.51
[2025-08-01 22:45:01] [TRADE] EURUSD | Bearish @ 1.15907 | SL: 1.15887 | TP: 1.15857 | Lot: 1.51
[2025-08-01 22:45:01] [TRADE] EURUSD | Bearish @ 1.15898 | SL: 1.15878 | TP: 1.15848 | Lot: 1.51
[2025-08-01 22:45:01] [TRADE] EURUSD | Bullish @ 1.15907 | SL: 1.15887 | TP: 1.15957 | Lot: 1.51
[2025-08-01 22:45:01] [TRADE] EURUSD | Bearish @ 1.15899 | SL: 1.15879 | TP: 1.15849 | Lot: 1.51
[2025-08-01 22:45:01] [TRADE] EURUSD | Bearish @ 1.15889 | SL: 1.15869 | TP: 1.15839 | Lot: 1.51
[2025-08-01 22:45:02] [TRADE] EURUSD | Bullish @ 1.15902 | SL: 1.15882 | TP: 1.15952 | Lot: 1.51
[2025-08-01 22:45:02] [TRADE] EURUSD | Bearish @ 1.15892 | SL: 1.15872 | TP: 1.15842 | Lot: 1.51
[2025-08-01 22:45:02] [TRADE] EURUSD | Bearish @ 1.15892 | SL: 1.15872 | TP: 1.15842 | Lot: 1.51
[2025-08-01 22:45:02] [TRADE] EURUSD | Bullish @ 1.15909 | SL: 1.15889 | TP: 1.15959 | Lot: 1.51
[2025-08-01 22:45:02] [TRADE] EURUSD | Bullish @ 1.15910 | SL: 1.15890 | TP: 1.15960 | Lot: 1.51
[2025-08-01 22:45:02] [TRADE] EURUSD | Bearish @ 1.15906 | SL: 1.15886 | TP: 1.15856 | Lot: 1.51
[2025-08-01 22:45:03] [TRADE] EURUSD | Bullish @ 1.15918 | SL: 1.15898 | TP: 1.15968 | Lot: 1.51
[2025-08-01 22:45:03] [TRADE] EURUSD | Bearish @ 1.15901 | SL: 1.15881 | TP: 1.15851 | Lot: 1.51
[2025-08-01 22:45:03] [TRADE] EURUSD | Bullish @ 1.15917 | SL: 1.15897 | TP: 1.15967 | Lot: 1.51
[2025-08-01 22:45:03] [TRADE] EURUSD | Bullish @ 1.15921 | SL: 1.15901 | TP: 1.15971 | Lot: 1.51
[2025-08-01 22:45:03] [TRADE] EURUSD | Bearish @ 1.15926 | SL: 1.15906 | TP: 1.15876 | Lot: 1.51
[2025-08-01 22:45:04] [TRADE] EURUSD | Bearish @ 1.15927 | SL: 1.15907 | TP: 1.15877 | Lot: 1.51
[2025-08-01 22:45:04] [TRADE] EURUSD | Bearish @ 1.15922 | SL: 1.15902 | TP: 1.15872 | Lot: 1.51
[2025-08-01 22:45:04] [TRADE] EURUSD | Bearish @ 1.15917 | SL: 1.15897 | TP: 1.15867 | Lot: 1.51
[2025-08-01 22:45:04] [TRADE] EURUSD | Bearish @ 1.15902 | SL: 1.15882 | TP: 1.15852 | Lot: 1.51
[2025-08-01 22:45:04] [TRADE] EURUSD | Bearish @ 1.15878 | SL: 1.15858 | TP: 1.15828 | Lot: 1.51
[2025-08-01 22:45:04] [TRADE] EURUSD | Bearish @ 1.15863 | SL: 1.15843 | TP: 1.15813 | Lot: 1.51
[2025-08-01 22:45:05] [TRADE] EURUSD | Bullish @ 1.15889 | SL: 1.15869 | TP: 1.15939 | Lot: 1.51
[2025-08-01 22:45:05] [TRADE] EURUSD | Bullish @ 1.15895 | SL: 1.15875 | TP: 1.15945 | Lot: 1.51
[2025-08-01 22:45:05] [TRADE] EURUSD | Bearish @ 1.15895 | SL: 1.15875 | TP: 1.15845 | Lot: 1.51
[2025-08-01 22:45:05] [TRADE] EURUSD | Bearish @ 1.15895 | SL: 1.15875 | TP: 1.15845 | Lot: 1.51
[2025-08-01 22:45:05] [TRADE] EURUSD | Bearish @ 1.15895 | SL: 1.15875 | TP: 1.15845 | Lot: 1.51
[2025-08-01 22:45:05] [TRADE] EURUSD | Bullish @ 1.15897 | SL: 1.15877 | TP: 1.15947 | Lot: 1.51
[2025-08-01 22:45:06] [TRADE] EURUSD | Bearish @ 1.15895 | SL: 1.15875 | TP: 1.15845 | Lot: 1.51
[2025-08-01 22:45:06] [TRADE] EURUSD | Bearish @ 1.15895 | SL: 1.15875 | TP: 1.15845 | Lot: 1.51
[2025-08-01 22:45:06] [TRADE] EURUSD | Bearish @ 1.15895 | SL: 1.15875 | TP: 1.15845 | Lot: 1.51
[2025-08-01 22:45:06] [TRADE] EURUSD | Bearish @ 1.15895 | SL: 1.15875 | TP: 1.15845 | Lot: 1.51
[2025-08-01 22:45:07] [TRADE] EURUSD | Bearish @ 1.15895 | SL: 1.15875 | TP: 1.15845 | Lot: 1.51
[2025-08-01 22:45:07] [TRADE] EURUSD | Bearish @ 1.15890 | SL: 1.15870 | TP: 1.15840 | Lot: 1.51
[2025-08-01 22:45:07] [TRADE] EURUSD | Bearish @ 1.15886 | SL: 1.15866 | TP: 1.15836 | Lot: 1.51
[2025-08-01 22:45:07] [TRADE] EURUSD | Bullish @ 1.15924 | SL: 1.15904 | TP: 1.15974 | Lot: 1.51
[2025-08-01 22:45:07] [TRADE] EURUSD | Bearish @ 1.15908 | SL: 1.15888 | TP: 1.15858 | Lot: 1.51
[2025-08-01 22:45:08] [TRADE] EURUSD | Bullish @ 1.15928 | SL: 1.15908 | TP: 1.15978 | Lot: 1.51
[2025-08-01 22:45:08] [TRADE] EURUSD | Bearish @ 1.15922 | SL: 1.15902 | TP: 1.15872 | Lot: 1.51
[2025-08-01 22:45:08] [TRADE] EURUSD | Bullish @ 1.15924 | SL: 1.15904 | TP: 1.15974 | Lot: 1.51
[2025-08-01 22:45:08] [TRADE] EURUSD | Bullish @ 1.15932 | SL: 1.15912 | TP: 1.15982 | Lot: 1.51
[2025-08-01 22:45:08] [TRADE] EURUSD | Bearish @ 1.15928 | SL: 1.15908 | TP: 1.15878 | Lot: 1.51
[2025-08-01 22:45:09] [TRADE] EURUSD | Bearish @ 1.15926 | SL: 1.15906 | TP: 1.15876 | Lot: 1.51
[2025-08-01 22:45:09] [TRADE] EURUSD | Bullish @ 1.15930 | SL: 1.15910 | TP: 1.15980 | Lot: 1.51
[2025-08-01 22:45:09] [TRADE] EURUSD | Bearish @ 1.15930 | SL: 1.15910 | TP: 1.15880 | Lot: 1.51
[2025-08-01 22:45:09] [TRADE] EURUSD | Bullish @ 1.15931 | SL: 1.15911 | TP: 1.15981 | Lot: 1.51
[2025-08-01 22:45:10] [TRADE] EURUSD | Bullish @ 1.15945 | SL: 1.15925 | TP: 1.15995 | Lot: 1.51
[2025-08-01 22:45:10] [TRADE] EURUSD | Bearish @ 1.15941 | SL: 1.15921 | TP: 1.15891 | Lot: 1.51
[2025-08-01 22:45:10] [TRADE] EURUSD | Bearish @ 1.15941 | SL: 1.15921 | TP: 1.15891 | Lot: 1.51
[2025-08-01 22:45:10] [TRADE] EURUSD | Bearish @ 1.15931 | SL: 1.15911 | TP: 1.15881 | Lot: 1.51
[2025-08-01 22:45:11] [TRADE] EURUSD | Bearish @ 1.15902 | SL: 1.15882 | TP: 1.15852 | Lot: 1.51
[2025-08-01 22:45:11] [TRADE] EURUSD | Bearish @ 1.15896 | SL: 1.15876 | TP: 1.15846 | Lot: 1.51
[2025-08-01 22:45:11] [TRADE] EURUSD | Bearish @ 1.15891 | SL: 1.15871 | TP: 1.15841 | Lot: 1.51
[2025-08-01 22:45:11] [TRADE] EURUSD | Bullish @ 1.15916 | SL: 1.15896 | TP: 1.15966 | Lot: 1.51
[2025-08-01 22:45:11] [TRADE] EURUSD | Bullish @ 1.15919 | SL: 1.15899 | TP: 1.15969 | Lot: 1.51
[2025-08-01 22:45:12] [TRADE] EURUSD | Bullish @ 1.15929 | SL: 1.15909 | TP: 1.15979 | Lot: 1.51
[2025-08-01 22:45:12] [TRADE] EURUSD | Bullish @ 1.15939 | SL: 1.15919 | TP: 1.15989 | Lot: 1.51
[2025-08-01 22:45:12] [TRADE] EURUSD | Bullish @ 1.15959 | SL: 1.15939 | TP: 1.16009 | Lot: 1.51
[2025-08-01 22:45:12] [TRADE] EURUSD | Bearish @ 1.15945 | SL: 1.15925 | TP: 1.15895 | Lot: 1.51
[2025-08-01 22:45:12] [TRADE] EURUSD | Bearish @ 1.15936 | SL: 1.15916 | TP: 1.15886 | Lot: 1.51
[2025-08-01 22:45:13] [TRADE] EURUSD | Bearish @ 1.15927 | SL: 1.15907 | TP: 1.15877 | Lot: 1.51
[2025-08-01 22:45:13] [TRADE] EURUSD | Bullish @ 1.15941 | SL: 1.15921 | TP: 1.15991 | Lot: 1.51
[2025-08-01 22:45:13] [TRADE] EURUSD | Bearish @ 1.15906 | SL: 1.15886 | TP: 1.15856 | Lot: 1.51
[2025-08-01 22:45:13] [TRADE] EURUSD | Bearish @ 1.15891 | SL: 1.15871 | TP: 1.15841 | Lot: 1.51
[2025-08-01 22:45:13] [TRADE] EURUSD | Bullish @ 1.15911 | SL: 1.15891 | TP: 1.15961 | Lot: 1.51
[2025-08-01 22:45:14] [TRADE] EURUSD | Bearish @ 1.15906 | SL: 1.15886 | TP: 1.15856 | Lot: 1.51
[2025-08-01 22:45:14] [TRADE] EURUSD | Bullish @ 1.15931 | SL: 1.15911 | TP: 1.15981 | Lot: 1.51
[2025-08-01 22:45:14] [TRADE] EURUSD | Bearish @ 1.15894 | SL: 1.15874 | TP: 1.15844 | Lot: 1.51
[2025-08-01 22:45:14] [TRADE] EURUSD | Bearish @ 1.15851 | SL: 1.15831 | TP: 1.15801 | Lot: 1.51
[2025-08-01 22:45:14] [TRADE] EURUSD | Bearish @ 1.15846 | SL: 1.15826 | TP: 1.15796 | Lot: 1.51
[2025-08-01 22:45:15] [TRADE] EURUSD | Bullish @ 1.15872 | SL: 1.15852 | TP: 1.15922 | Lot: 1.51
